,0,1
2248,"End of loanOct 19, 2000",2
2249,"End of loanOct 19, 2001",2
2250,"End of loanOct 19, 2003",1
2251,"End of loanOct 19, 2011",2
2252,"End of loanOct 19, 2013",4
2253,"End of loanOct 19, 2014",4
2254,"End of loanOct 19, 2015",4
2255,"End of loanOct 19, 2018",2
2256,"End of loanOct 19, 2020",1
2257,"End of loanOct 2, 1997",2
2258,"End of loanOct 2, 2003",3
2259,"End of loanOct 2, 2011",4
2260,"End of loanOct 2, 2013",6
2261,"End of loanOct 2, 2014",2
2262,"End of loanOct 2, 2020",2
2263,"End of loanOct 20, 2004",2
2264,"End of loanOct 20, 2011",10
2265,"End of loanOct 20, 2013",2
2266,"End of loanOct 20, 2018",4
2267,"End of loanOct 21, 2001",2
2268,"End of loanOct 21, 2007",2
2269,"End of loanOct 21, 2008",2
2270,"End of loanOct 21, 2011",2
2271,"End of loanOct 21, 2012",2
2272,"End of loanOct 21, 2014",2
2273,"End of loanOct 21, 2015",2
2274,"End of loanOct 21, 2017",2
2275,"End of loanOct 22, 1997",2
2276,"End of loanOct 22, 1999",4
2277,"End of loanOct 22, 2000",2
2278,"End of loanOct 22, 2005",4
2279,"End of loanOct 22, 2006",4
2280,"End of loanOct 22, 2008",4
2281,"End of loanOct 22, 2009",2
2282,"End of loanOct 22, 2013",4
2283,"End of loanOct 22, 2014",2
2284,"End of loanOct 22, 2015",2
2285,"End of loanOct 22, 2017",2
2286,"End of loanOct 23, 1995",2
2287,"End of loanOct 23, 2006",4
2288,"End of loanOct 23, 2014",2
2289,"End of loanOct 23, 2015",2
2290,"End of loanOct 23, 2020",1
2291,"End of loanOct 24, 2001",2
2292,"End of loanOct 24, 2010",6
2293,"End of loanOct 24, 2011",4
2294,"End of loanOct 24, 2013",6
2295,"End of loanOct 24, 2015",4
2296,"End of loanOct 25, 1993",3
2297,"End of loanOct 25, 2003",3
2298,"End of loanOct 25, 2010",2
2299,"End of loanOct 25, 2011",2
2300,"End of loanOct 25, 2012",4
2301,"End of loanOct 25, 2013",2
2302,"End of loanOct 25, 2015",2
2303,"End of loanOct 26, 1996",4
2304,"End of loanOct 26, 1999",3
2305,"End of loanOct 26, 2003",2
2306,"End of loanOct 26, 2006",4
2307,"End of loanOct 26, 2008",2
2308,"End of loanOct 26, 2010",4
2309,"End of loanOct 26, 2012",2
2310,"End of loanOct 26, 2013",2
2311,"End of loanOct 26, 2014",2
2312,"End of loanOct 27, 2003",2
2313,"End of loanOct 27, 2005",2
2314,"End of loanOct 27, 2010",4
2315,"End of loanOct 27, 2012",2
2316,"End of loanOct 27, 2014",2
2317,"End of loanOct 27, 2015",2
2318,"End of loanOct 28, 1993",2
2319,"End of loanOct 28, 1996",3
2320,"End of loanOct 28, 2007",4
2321,"End of loanOct 28, 2009",4
2322,"End of loanOct 28, 2011",2
2323,"End of loanOct 28, 2012",8
2324,"End of loanOct 28, 2013",4
2325,"End of loanOct 28, 2015",2
2326,"End of loanOct 29, 2003",3
2327,"End of loanOct 29, 2007",2
2328,"End of loanOct 29, 2009",2
2329,"End of loanOct 29, 2011",2
2330,"End of loanOct 29, 2012",4
2331,"End of loanOct 29, 2014",6
2332,"End of loanOct 29, 2015",2
2333,"End of loanOct 29, 2020",1
2334,"End of loanOct 3, 1997",3
2335,"End of loanOct 3, 2004",6
2336,"End of loanOct 3, 2015",2
2337,"End of loanOct 30, 2002",2
2338,"End of loanOct 30, 2007",2
2339,"End of loanOct 30, 2011",2
2340,"End of loanOct 30, 2012",2
2341,"End of loanOct 30, 2014",6
2342,"End of loanOct 31, 1997",1
2343,"End of loanOct 31, 2008",2
2344,"End of loanOct 31, 2010",2
2345,"End of loanOct 31, 2011",6
2346,"End of loanOct 31, 2012",2
2347,"End of loanOct 31, 2014",4
2348,"End of loanOct 31, 2015",4
2349,"End of loanOct 31, 2016",2
2350,"End of loanOct 31, 2019",2
2351,"End of loanOct 4, 1995",2
2352,"End of loanOct 4, 1997",1
2353,"End of loanOct 4, 2003",1
2354,"End of loanOct 4, 2012",2
2355,"End of loanOct 4, 2020",3
2356,"End of loanOct 5, 1999",3
2357,"End of loanOct 5, 2003",2
2358,"End of loanOct 5, 2007",4
2359,"End of loanOct 5, 2019",2
2360,"End of loanOct 5, 2020",3
2361,"End of loanOct 6, 1997",2
2362,"End of loanOct 6, 1999",1
2363,"End of loanOct 6, 2013",4
2364,"End of loanOct 6, 2020",2
2365,"End of loanOct 7, 2003",3
2366,"End of loanOct 7, 2013",4
2367,"End of loanOct 7, 2014",2
2368,"End of loanOct 7, 2015",2
2369,"End of loanOct 7, 2017",2
2370,"End of loanOct 8, 1995",1
2371,"End of loanOct 8, 2012",2
2372,"End of loanOct 8, 2013",2
2373,"End of loanOct 8, 2014",2
2374,"End of loanOct 8, 2020",2
2375,"End of loanOct 9, 1994",2
2376,"End of loanOct 9, 1998",1
2377,"End of loanOct 9, 2005",4
2378,"End of loanOct 9, 2014",4
2379,"End of loanOct 9, 2015",2
2380,"End of loanOct 9, 2020",1
2381,"End of loanSep 1, 1993",6
2382,"End of loanSep 1, 1994",4
2383,"End of loanSep 1, 1996",6
2384,"End of loanSep 1, 1997",4
2385,"End of loanSep 1, 1998",6
2386,"End of loanSep 1, 1999",11
2387,"End of loanSep 1, 2000",10
2388,"End of loanSep 1, 2001",7
2389,"End of loanSep 1, 2002",1
2390,"End of loanSep 1, 2003",15
2391,"End of loanSep 1, 2004",8
2392,"End of loanSep 1, 2005",8
2393,"End of loanSep 1, 2006",11
2394,"End of loanSep 1, 2007",7
2395,"End of loanSep 1, 2008",7
2396,"End of loanSep 1, 2009",8
2397,"End of loanSep 1, 2010",9
2398,"End of loanSep 1, 2011",15
2399,"End of loanSep 1, 2012",2
2400,"End of loanSep 1, 2013",1
2401,"End of loanSep 1, 2015",3
2402,"End of loanSep 1, 2017",1
2403,"End of loanSep 10, 1997",1
2404,"End of loanSep 10, 2002",1
2405,"End of loanSep 10, 2007",1
2406,"End of loanSep 10, 2011",2
2407,"End of loanSep 10, 2015",1
2408,"End of loanSep 11, 2000",1
2409,"End of loanSep 11, 2013",1
2410,"End of loanSep 11, 2017",2
2411,"End of loanSep 11, 2020",1
2412,"End of loanSep 12, 2004",2
2413,"End of loanSep 12, 2010",1
2414,"End of loanSep 12, 2016",1
2415,"End of loanSep 13, 1993",3
2416,"End of loanSep 13, 2012",1
2417,"End of loanSep 14, 1998",1
2418,"End of loanSep 14, 2008",1
2419,"End of loanSep 14, 2011",1
2420,"End of loanSep 14, 2014",1
2421,"End of loanSep 14, 2015",1
2422,"End of loanSep 15, 2008",1
2423,"End of loanSep 15, 2016",1
2424,"End of loanSep 16, 1997",1
2425,"End of loanSep 16, 2007",1
2426,"End of loanSep 16, 2012",1
2427,"End of loanSep 16, 2013",1
2428,"End of loanSep 17, 2013",1
2429,"End of loanSep 18, 2003",1
2430,"End of loanSep 18, 2009",3
2431,"End of loanSep 18, 2013",2
2432,"End of loanSep 18, 2014",1
2433,"End of loanSep 18, 2015",1
2434,"End of loanSep 18, 2021",1
2435,"End of loanSep 19, 1999",1
2436,"End of loanSep 19, 2011",1
2437,"End of loanSep 19, 2012",1
2438,"End of loanSep 19, 2013",1
2439,"End of loanSep 19, 2014",1
2440,"End of loanSep 19, 2017",2
2441,"End of loanSep 19, 2020",2
2442,"End of loanSep 2, 2010",1
2443,"End of loanSep 2, 2013",1
2444,"End of loanSep 2, 2019",1
2445,"End of loanSep 20, 2001",3
2446,"End of loanSep 20, 2009",1
2447,"End of loanSep 20, 2013",1
2448,"End of loanSep 21, 2009",2
2449,"End of loanSep 21, 2012",1
2450,"End of loanSep 21, 2015",3
2451,"End of loanSep 21, 2016",1
2452,"End of loanSep 21, 2020",1
2453,"End of loanSep 22, 1998",1
2454,"End of loanSep 22, 1999",3
2455,"End of loanSep 22, 2001",3
2456,"End of loanSep 22, 2009",1
2457,"End of loanSep 22, 2014",2
2458,"End of loanSep 22, 2016",1
2459,"End of loanSep 22, 2018",1
2460,"End of loanSep 23, 2002",1
2461,"End of loanSep 23, 2011",2
2462,"End of loanSep 23, 2014",1
2463,"End of loanSep 24, 2006",1
2464,"End of loanSep 24, 2012",1
2465,"End of loanSep 24, 2013",4
2466,"End of loanSep 25, 2011",1
2467,"End of loanSep 25, 2012",2
2468,"End of loanSep 26, 1997",2
2469,"End of loanSep 26, 2008",1
2470,"End of loanSep 26, 2011",1
2471,"End of loanSep 27, 2001",1
2472,"End of loanSep 27, 2014",1
2473,"End of loanSep 28, 1996",2
2474,"End of loanSep 28, 2009",1
2475,"End of loanSep 28, 2013",1
2476,"End of loanSep 28, 2014",1
2477,"End of loanSep 28, 2015",1
2478,"End of loanSep 29, 1997",5
2479,"End of loanSep 29, 2012",2
2480,"End of loanSep 29, 2013",1
2481,"End of loanSep 29, 2017",1
2482,"End of loanSep 30, 1993",1
2483,"End of loanSep 30, 1999",1
2484,"End of loanSep 30, 2001",1
2485,"End of loanSep 30, 2007",1
2486,"End of loanSep 30, 2009",1
2487,"End of loanSep 30, 2011",1
2488,"End of loanSep 30, 2012",1
2489,"End of loanSep 30, 2013",1
2490,"End of loanSep 30, 2015",2
2491,"End of loanSep 30, 2020",2
2492,"End of loanSep 4, 1995",2
2493,"End of loanSep 4, 2010",1
2494,"End of loanSep 4, 2013",1
2495,"End of loanSep 4, 2015",1
2496,"End of loanSep 4, 2018",1
2497,"End of loanSep 5, 2001",1
2498,"End of loanSep 5, 2004",2
2499,"End of loanSep 5, 2011",1
2500,"End of loanSep 5, 2012",1
2501,"End of loanSep 5, 2014",1
2502,"End of loanSep 6, 2009",2
2503,"End of loanSep 6, 2015",1
2504,"End of loanSep 7, 2003",3
2505,"End of loanSep 7, 2012",1
2506,"End of loanSep 7, 2014",1
2507,"End of loanSep 7, 2015",2
2508,"End of loanSep 8, 2008",1
2509,"End of loanSep 8, 2010",1
2510,"End of loanSep 8, 2014",2
2511,"End of loanSep 8, 2015",2
2512,"End of loanSep 9, 2013",1
2513,"End of loanSep 9, 2020",1
2514,loan transfer,2714
